,LessEq_2bp,3bp_4bp,5bp_6bp,7bp_8bp,9bp_11bp,12bp_14bp,More_15bp,Insertion,MaxClass
ENSMUSG00000022292_gR419f,0.13555555555555557,0.31222222222222223,0.11000000000000001,0.044444444444444446,0.08111111111111113,0.01888888888888889,0.1344444444444445,0.16333333333333333,3bp_4bp
ENSMUSG00000022292_gR289f,0.080625,0.12125000000000001,0.140625,0.041875,0.25,0.07250000000000001,0.20187499999999983,0.09125,9bp_11bp
ENSMUSG00000022292_gR68f,0.153,0.063,0.041,0.269,0.14400000000000002,0.19300000000000003,0.05600000000000001,0.081,7bp_8bp
ENSMUSG00000054889_gR188f,0.20537313432835824,0.22895522388059703,0.15223880597014924,0.07880597014925372,0.024477611940298506,0.050149253731343275,0.07164179104477615,0.18835820895522387,3bp_4bp
ENSMUSG00000054889_gR447f,0.2311111111111111,0.17333333333333337,0.1688888888888889,0.01777777777777778,0.20222222222222222,0.026666666666666672,0.09333333333333335,0.08666666666666667,LessEq_2bp
ENSMUSG00000068219_gR426f,0.08266666666666668,0.11066666666666668,0.3826666666666667,0.20266666666666666,0.04533333333333333,0.028,0.08933333333333335,0.058666666666666666,5bp_6bp
ENSMUSG00000079699_gR22r,0.2788888888888889,0.16722222222222224,0.06111111111111111,0.04555555555555556,0.03888888888888889,0.05888888888888888,0.1616666666666668,0.18777777777777777,LessEq_2bp
ENSMUSG00000079699_gR272f,0.07909090909090909,0.23363636363636364,0.0409090909090909,0.19545454545454546,0.14181818181818182,0.05636363636363637,0.07727272727272728,0.17545454545454542,3bp_4bp
ENSMUSG00000079699_gR369f,0.125,0.1275,0.2725,0.19,0.085,0.06,0.10500000000000001,0.034999999999999996,5bp_6bp
ENSMUSG00000048612_gR338f,0.17625000000000002,0.16875,0.0675,0.15875,0.21375000000000002,0.028749999999999998,0.05125000000000001,0.135,9bp_11bp
ENSMUSG00000048612_gR242f,0.10025974025974024,0.2758441558441559,0.10415584415584417,0.2371428571428571,0.07532467532467532,0.06155844155844155,0.09428571428571436,0.05142857142857143,3bp_4bp
ENSMUSG00000048612_gR200f,0.10428571428571429,0.14500000000000002,0.09928571428571428,0.03785714285714286,0.0757142857142857,0.10999999999999999,0.3114285714285717,0.11642857142857142,More_15bp
ENSMUSG00000034064_gR428f,0.10142857142857142,0.5228571428571429,0.06000000000000001,0.008571428571428572,0.03571428571428572,0.004285714285714286,0.08285714285714291,0.1842857142857143,3bp_4bp
ENSMUSG00000034064_gR393r,0.19069767441860463,0.12697674418604651,0.1,0.02511627906976744,0.36651162790697667,0.037209302325581395,0.09209302325581399,0.061395348837209304,9bp_11bp
ENSMUSG00000034064_gR72r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000019846_gR19f,0.20750000000000002,0.057499999999999996,0.2675,0.035,0.08499999999999999,0.1075,0.16750000000000004,0.07250000000000001,5bp_6bp
ENSMUSG00000019846_gR41f,0.09945945945945947,0.3983783783783784,0.09135135135135136,0.022702702702702703,0.053513513513513515,0.016756756756756756,0.09513513513513513,0.2227027027027027,3bp_4bp
ENSMUSG00000019846_gR119f,0.08285714285714287,0.18571428571428572,0.10142857142857144,0.05,0.4228571428571428,0.04857142857142857,0.06142857142857147,0.047142857142857146,9bp_11bp
ENSMUSG00000039539_gR417r,0.22624999999999998,0.17250000000000001,0.056249999999999994,0.21500000000000002,0.13125,0.0175,0.05375000000000002,0.1275,LessEq_2bp
ENSMUSG00000039539_gR305r,0.04857142857142857,0.6428571428571428,0.039999999999999994,0.05142857142857143,0.031428571428571424,0.02857142857142857,0.10857142857142858,0.04857142857142857,3bp_4bp
ENSMUSG00000039539_gR240r,0.3058333333333333,0.06833333333333334,0.08083333333333333,0.12083333333333332,0.10083333333333336,0.06666666666666667,0.1275,0.12916666666666668,LessEq_2bp
ENSMUSG00000053961_gR175f,0.09333333333333332,0.05533333333333333,0.36333333333333334,0.15133333333333335,0.14333333333333334,0.017999999999999995,0.12733333333333333,0.047999999999999994,5bp_6bp
ENSMUSG00000053961_gR193f,0.19917808219178085,0.14931506849315068,0.0947945205479452,0.13260273972602743,0.03178082191780821,0.14027397260273972,0.16657534246575362,0.08547945205479453,LessEq_2bp
ENSMUSG00000053961_gR349r,0.1641176470588235,0.14,0.06647058823529411,0.09411764705882351,0.06,0.10764705882352943,0.15882352941176475,0.2088235294117647,Insertion
ENSMUSG00000001627_gR222f,0.3763157894736842,0.08263157894736842,0.09368421052631577,0.08473684210526315,0.05894736842105263,0.08263157894736843,0.12368421052631577,0.09736842105263158,LessEq_2bp
ENSMUSG00000001627_gR199f,0.17517241379310344,0.13448275862068965,0.07103448275862069,0.1627586206896552,0.06827586206896552,0.11724137931034483,0.09241379310344829,0.17862068965517242,Insertion
ENSMUSG00000001627_gR168r,0.14941176470588236,0.07764705882352942,0.3341176470588235,0.04823529411764705,0.08470588235294119,0.05058823529411764,0.09411764705882351,0.1611764705882353,5bp_6bp
ENSMUSG00000054676_gR343r,0.106,0.16000000000000003,0.224,0.11200000000000002,0.12400000000000003,0.10800000000000003,0.08600000000000002,0.08,5bp_6bp
ENSMUSG00000054676_gR363f,0.11846153846153847,0.0923076923076923,0.49538461538461553,0.036923076923076927,0.10153846153846155,0.02769230769230769,0.08923076923076922,0.038461538461538464,5bp_6bp
ENSMUSG00000054676_gR377r,0.1109090909090909,0.07090909090909091,0.04363636363636363,0.39272727272727276,0.09272727272727274,0.04727272727272727,0.09999999999999999,0.14181818181818182,7bp_8bp
ENSMUSG00000028411_gR170f,0.172,0.23,0.07800000000000001,0.05,0.15800000000000003,0.06800000000000002,0.07800000000000003,0.16600000000000004,3bp_4bp
ENSMUSG00000028411_gR164r,0.23666666666666666,0.09666666666666666,0.3166666666666667,0.12,0.09666666666666668,0.04666666666666667,0.05333333333333334,0.03333333333333333,5bp_6bp
ENSMUSG00000028411_gR118r,0.14571428571428569,0.08914285714285715,0.08742857142857142,0.048,0.15142857142857147,0.1737142857142857,0.1154285714285714,0.18914285714285717,Insertion
ENSMUSG00000049281_gR90r,0.04,0.13999999999999999,0.06,0.6200000000000001,0.1,0.0,0.02,0.02,7bp_8bp
ENSMUSG00000049281_gR151r,0.19000000000000003,0.18000000000000002,0.10999999999999999,0.08,0.26,0.02,0.07,0.09,9bp_11bp
ENSMUSG00000025007_gR285r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000025007_gR283r,0.02857142857142857,0.03142857142857143,0.07142857142857142,0.29714285714285715,0.14571428571428574,0.1285714285714286,0.05714285714285714,0.24,7bp_8bp
ENSMUSG00000025007_gR66r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000031600_gR69r,0.20431372549019605,0.14901960784313725,0.10392156862745094,0.1356862745098039,0.09607843137254901,0.11803921568627448,0.116078431372549,0.07686274509803921,LessEq_2bp
ENSMUSG00000031600_gR110f,0.17549295774647888,0.29802816901408447,0.042535211267605635,0.16253521126760564,0.0304225352112676,0.03323943661971831,0.16732394366197179,0.09042253521126761,3bp_4bp
ENSMUSG00000031600_gR247r,0.24461538461538465,0.15461538461538465,0.02538461538461538,0.023846153846153843,0.14230769230769233,0.15230769230769234,0.12923076923076926,0.12769230769230766,LessEq_2bp
ENSMUSG00000037697_gR365r,0.088,0.09200000000000001,0.14400000000000002,0.32799999999999996,0.068,0.052000000000000005,0.11200000000000002,0.116,7bp_8bp
ENSMUSG00000037697_gR52f,0.22,0.22,0.02,0.16,0.02,0.12,0.08,0.16,LessEq_2bp
ENSMUSG00000048120_gR210f,0.108,0.22480000000000006,0.1312,0.17119999999999996,0.08,0.031199999999999995,0.13519999999999993,0.1184,3bp_4bp
ENSMUSG00000048120_gR323r,0.15833333333333333,0.26208333333333333,0.07958333333333333,0.07375,0.15166666666666667,0.03833333333333333,0.075,0.16125,3bp_4bp
ENSMUSG00000048120_gR400r,0.115,0.09000000000000001,0.485,0.065,0.05,0.035,0.14,0.02,5bp_6bp
ENSMUSG00000038417_gR381f,0.14714285714285713,0.09057142857142858,0.18771428571428575,0.05428571428571428,0.20028571428571423,0.08914285714285715,0.06771428571428569,0.16314285714285715,9bp_11bp
ENSMUSG00000038417_gR345f,0.181,0.11300000000000002,0.135,0.09100000000000001,0.036000000000000004,0.09300000000000003,0.2950000000000001,0.056,More_15bp
ENSMUSG00000038417_gR87f,0.19444444444444445,0.10111111111111111,0.06333333333333332,0.07777777777777778,0.11444444444444445,0.08222222222222222,0.19777777777777794,0.1688888888888889,More_15bp
ENSMUSG00000036078_gR370f,0.0874074074074074,0.04888888888888889,0.09703703703703703,0.04,0.04814814814814815,0.40074074074074073,0.12148148148148147,0.15629629629629627,12bp_14bp
ENSMUSG00000036078_gR301r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000036078_gR56r,0.165,0.14,0.12,0.06,0.09999999999999999,0.055,0.18000000000000005,0.18,More_15bp
ENSMUSG00000031591_gR199r,0.10222222222222221,0.28555555555555556,0.08666666666666667,0.07222222222222224,0.12444444444444444,0.04000000000000001,0.08222222222222228,0.20666666666666667,3bp_4bp
ENSMUSG00000031591_gR50r,0.18928571428571428,0.11571428571428571,0.07261904761904762,0.2311904761904762,0.10404761904761906,0.04190476190476191,0.14976190476190454,0.09547619047619049,7bp_8bp
ENSMUSG00000031591_gR43f,0.18918032786885244,0.07016393442622951,0.16885245901639345,0.29081967213114757,0.05737704918032786,0.04032786885245901,0.11606557377049173,0.06721311475409836,7bp_8bp
ENSMUSG00000029862_gR141r,0.15619047619047616,0.14857142857142858,0.11047619047619048,0.046666666666666655,0.08571428571428572,0.11523809523809525,0.12952380952380954,0.2076190476190476,Insertion
ENSMUSG00000029862_gR334f,0.0776470588235294,0.37529411764705883,0.05999999999999999,0.11176470588235295,0.13529411764705884,0.02823529411764706,0.04705882352941175,0.1647058823529412,3bp_4bp
ENSMUSG00000029862_gR447f,0.22,0.06,0.02,0.12,0.14,0.22,0.06,0.16,LessEq_2bp
ENSMUSG00000024493_gR481r,0.12636363636363634,0.10999999999999999,0.09636363636363639,0.1518181818181818,0.03,0.16363636363636364,0.16909090909090915,0.15272727272727274,More_15bp
ENSMUSG00000024493_gR89r,0.28,0.12000000000000001,0.1,0.06,0.12000000000000001,0.1,0.19999999999999998,0.02,LessEq_2bp
ENSMUSG00000024493_gR32f,0.2363636363636364,0.1290909090909091,0.09999999999999998,0.1690909090909091,0.07636363636363637,0.07454545454545455,0.14727272727272733,0.06727272727272726,LessEq_2bp
ENSMUSG00000011752_gR450r,0.1,0.08,0.02,0.12,0.19999999999999998,0.12,0.19999999999999996,0.16,9bp_11bp
ENSMUSG00000018820_gR60r,0.10866666666666666,0.194,0.029999999999999995,0.02333333333333333,0.3206666666666666,0.058666666666666666,0.10333333333333329,0.16133333333333333,9bp_11bp
ENSMUSG00000018820_gR302r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000018820_gR313f,0.18958333333333333,0.32125,0.065,0.11333333333333334,0.06791666666666665,0.07166666666666668,0.055416666666666684,0.11583333333333333,3bp_4bp
ENSMUSG00000028452_gR478f,0.15871794871794873,0.2276923076923077,0.08487179487179487,0.07666666666666667,0.09692307692307695,0.11000000000000001,0.06923076923076926,0.17589743589743587,3bp_4bp
ENSMUSG00000028452_gR476f,0.06666666666666668,0.22,0.39555555555555555,0.035555555555555556,0.03555555555555556,0.06888888888888889,0.04222222222222223,0.13555555555555557,5bp_6bp
ENSMUSG00000028452_gR378f,0.2496969696969697,0.09878787878787877,0.1915151515151515,0.021818181818181823,0.1472727272727273,0.04545454545454544,0.17030303030303032,0.07515151515151514,LessEq_2bp
ENSMUSG00000024500_gR210f,0.16000000000000003,0.07333333333333333,0.11111111111111112,0.037777777777777785,0.19111111111111115,0.04000000000000001,0.3088888888888891,0.07777777777777778,More_15bp
ENSMUSG00000024500_gR168f,0.09333333333333334,0.15333333333333335,0.18666666666666665,0.23999999999999996,0.0,0.12666666666666665,0.15999999999999995,0.04,7bp_8bp
ENSMUSG00000024500_gR162f,0.24,0.0725,0.05,0.14,0.12,0.12250000000000001,0.16000000000000006,0.095,LessEq_2bp
ENSMUSG00000015342_gR103f,0.19266666666666668,0.09733333333333334,0.14333333333333334,0.058,0.33866666666666667,0.025333333333333333,0.09799999999999999,0.046666666666666676,9bp_11bp
ENSMUSG00000015342_gR239f,0.15,0.09999999999999999,0.21,0.1,0.18000000000000002,0.04,0.14,0.08,5bp_6bp
ENSMUSG00000015342_gR327f,0.3742857142857143,0.18571428571428572,0.028571428571428567,0.02571428571428571,0.10285714285714287,0.03428571428571429,0.11714285714285717,0.13142857142857142,LessEq_2bp
ENSMUSG00000023921_gR214f,0.13958333333333334,0.0725,0.27541666666666664,0.04375,0.08166666666666667,0.15625,0.15291666666666676,0.07791666666666666,5bp_6bp
ENSMUSG00000023921_gR469r,0.13,0.09000000000000001,0.2,0.19,0.08,0.08999999999999998,0.11,0.11000000000000001,5bp_6bp
ENSMUSG00000023921_gR476r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000028464_gR455f,0.06,0.04,0.06,0.62,0.02,0.1,0.08,0.02,7bp_8bp
ENSMUSG00000028464_gR61r,0.1952380952380952,0.11809523809523809,0.20190476190476195,0.022857142857142857,0.05714285714285713,0.1304761904761905,0.1066666666666667,0.1676190476190476,5bp_6bp
ENSMUSG00000028467_gR382r,0.25999999999999995,0.09,0.08,0.04,0.09999999999999999,0.09,0.26,0.08,More_15bp
ENSMUSG00000028467_gR46r,0.16412698412698412,0.13968253968253969,0.0911111111111111,0.1253968253968254,0.0819047619047619,0.1342857142857143,0.13587301587301595,0.1276190476190476,LessEq_2bp
ENSMUSG00000028479_gR316r,0.23428571428571426,0.11142857142857142,0.30571428571428566,0.06142857142857144,0.0642857142857143,0.017142857142857144,0.0971428571428572,0.10857142857142858,5bp_6bp
ENSMUSG00000028479_gR178f,0.264,0.14400000000000002,0.18400000000000002,0.248,0.036000000000000004,0.04,0.036000000000000004,0.048,LessEq_2bp
ENSMUSG00000028479_gR113f,0.21804347826086953,0.1884782608695652,0.09608695652173914,0.06586956521739132,0.05021739130434783,0.1517391304347826,0.16065217391304357,0.06891304347826087,LessEq_2bp
ENSMUSG00000035885_gR405f,0.14666666666666667,0.13666666666666666,0.14666666666666667,0.006666666666666665,0.05,0.40666666666666673,0.060000000000000005,0.04666666666666667,12bp_14bp
ENSMUSG00000035885_gR205f,0.15888888888888889,0.10555555555555557,0.05888888888888889,0.18,0.24333333333333335,0.021111111111111115,0.14888888888888896,0.08333333333333334,9bp_11bp
ENSMUSG00000035885_gR58r,0.18687499999999999,0.24562499999999998,0.064375,0.08625000000000001,0.07500000000000001,0.13312500000000002,0.11875000000000004,0.09000000000000001,3bp_4bp
ENSMUSG00000036257_gR417r,0.17400000000000004,0.22799999999999998,0.196,0.194,0.032,0.03,0.08400000000000003,0.062,3bp_4bp
ENSMUSG00000036257_gR431f,0.19538461538461538,0.1553846153846154,0.06307692307692309,0.12923076923076923,0.055384615384615386,0.053846153846153856,0.20153846153846167,0.14615384615384616,More_15bp
ENSMUSG00000036257_gR474f,0.1564705882352941,0.1223529411764706,0.07882352941176471,0.11882352941176469,0.1035294117647059,0.09764705882352942,0.10470588235294123,0.2176470588235294,Insertion
ENSMUSG00000029086_gR349r,0.3069230769230769,0.14076923076923079,0.05153846153846154,0.06384615384615384,0.11692307692307694,0.05,0.10000000000000009,0.16999999999999998,LessEq_2bp
ENSMUSG00000029086_gR348r,0.1973913043478261,0.22695652173913042,0.0408695652173913,0.07521739130434782,0.11000000000000001,0.09130434782608696,0.07695652173913044,0.18130434782608695,3bp_4bp
ENSMUSG00000029086_gR131r,0.12925925925925927,0.20703703703703707,0.04555555555555555,0.23296296296296293,0.047407407407407405,0.05185185185185185,0.11925925925925919,0.16666666666666666,7bp_8bp
ENSMUSG00000024471_gR98f,0.13333333333333333,0.08,0.04,0.2666666666666666,0.16,0.11666666666666665,0.06666666666666667,0.13666666666666666,7bp_8bp
ENSMUSG00000024471_gR185f,0.07670886075949368,0.07670886075949368,0.40506329113924056,0.08025316455696208,0.05012658227848102,0.14810126582278488,0.11443037974683556,0.04860759493670886,5bp_6bp
ENSMUSG00000024471_gR205r,0.24833333333333335,0.1825,0.21000000000000002,0.05416666666666667,0.025,0.08833333333333332,0.07166666666666664,0.12,LessEq_2bp
ENSMUSG00000025198_gR135f,0.18171428571428572,0.09085714285714286,0.07657142857142855,0.029142857142857137,0.15599999999999997,0.18914285714285717,0.11828571428571424,0.15828571428571428,12bp_14bp
ENSMUSG00000025198_gR134f,0.3233333333333333,0.13,0.07333333333333333,0.030000000000000002,0.13666666666666666,0.12666666666666662,0.08999999999999996,0.09,LessEq_2bp
ENSMUSG00000025198_gR29f,0.10500000000000001,0.155,0.2025,0.2625,0.065,0.04,0.135,0.035,7bp_8bp
ENSMUSG00000032123_gR131r,0.2109090909090909,0.050909090909090904,0.37090909090909097,0.08727272727272727,0.08000000000000002,0.05818181818181818,0.02545454545454546,0.11636363636363635,5bp_6bp
ENSMUSG00000032123_gR234r,0.2524444444444444,0.132,0.08266666666666667,0.12444444444444444,0.17955555555555558,0.04088888888888889,0.12444444444444437,0.06355555555555556,LessEq_2bp
ENSMUSG00000032123_gR416r,0.14,0.32000000000000006,0.08,0.24,0.04,0.04,0.06,0.08,3bp_4bp
ENSMUSG00000038151_gR384r,0.17714285714285713,0.1,0.3342857142857143,0.017142857142857144,0.025714285714285717,0.1557142857142857,0.05857142857142859,0.13142857142857142,5bp_6bp
ENSMUSG00000038151_gR351f,0.12608695652173912,0.43826086956521737,0.041739130434782605,0.045217391304347834,0.020869565217391303,0.04956521739130435,0.0869565217391304,0.19130434782608696,3bp_4bp
ENSMUSG00000015340_gR167r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000015340_gR114f,0.06285714285714286,0.42857142857142866,0.1257142857142857,0.10000000000000003,0.10571428571428573,0.05142857142857142,0.04857142857142857,0.07714285714285714,3bp_4bp
ENSMUSG00000001173_gR119f,0.08121212121212121,0.04606060606060606,0.06363636363636363,0.6315151515151515,0.019999999999999997,0.03272727272727273,0.027878787878787885,0.09696969696969694,7bp_8bp
ENSMUSG00000001173_gR187r,0.1,0.13999999999999999,0.18000000000000002,0.0,0.44,0.0,0.04,0.1,9bp_11bp
ENSMUSG00000001173_gR358r,0.138,0.124,0.08800000000000001,0.054000000000000006,0.16800000000000004,0.09000000000000002,0.2240000000000001,0.11400000000000002,More_15bp
ENSMUSG00000028322_gR170f,0.10333333333333333,0.05,0.1933333333333333,0.11666666666666665,0.009999999999999998,0.2733333333333334,0.09999999999999998,0.15333333333333332,12bp_14bp
ENSMUSG00000028322_gR171r,0.14,0.060000000000000005,0.16999999999999998,0.21,0.0,0.24,0.15000000000000002,0.03,12bp_14bp
ENSMUSG00000028322_gR50r,0.09,0.15000000000000002,0.22,0.060000000000000005,0.12000000000000001,0.060000000000000005,0.17999999999999997,0.12,5bp_6bp
ENSMUSG00000042961_gR364f,0.17823529411764705,0.12999999999999998,0.06999999999999999,0.11705882352941176,0.18352941176470586,0.04647058823529412,0.19588235294117645,0.0788235294117647,More_15bp
ENSMUSG00000042961_gR304r,0.13125,0.12374999999999999,0.33625000000000005,0.115,0.14750000000000002,0.02875,0.07625000000000001,0.04125,5bp_6bp
ENSMUSG00000070304_gR41f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000070304_gR111f,0.16,0.1290909090909091,0.08,0.03636363636363637,0.06,0.09272727272727273,0.22363636363636377,0.21818181818181814,More_15bp
ENSMUSG00000070304_gR219f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000046480_gR70r,0.17076923076923078,0.09076923076923077,0.09846153846153845,0.1676923076923077,0.08153846153846155,0.05230769230769231,0.15846153846153851,0.18000000000000002,Insertion
ENSMUSG00000046480_gR171r,0.12000000000000001,0.10666666666666667,0.05333333333333334,0.38666666666666666,0.08666666666666667,0.05333333333333334,0.08,0.11333333333333333,7bp_8bp
ENSMUSG00000046480_gR223f,0.11500000000000002,0.18500000000000003,0.10500000000000001,0.05,0.07500000000000001,0.03,0.23500000000000004,0.20500000000000002,More_15bp
ENSMUSG00000025209_gR36f,0.22000000000000003,0.13666666666666666,0.13,0.12666666666666668,0.065,0.12166666666666667,0.09499999999999995,0.10499999999999998,LessEq_2bp
ENSMUSG00000025209_gR287f,0.23,0.045000000000000005,0.09,0.45,0.034999999999999996,0.01,0.05,0.09,7bp_8bp
ENSMUSG00000036932_gR421r,0.068125,0.37875,0.17156249999999998,0.17562499999999998,0.0140625,0.0790625,0.05843750000000002,0.054375,3bp_4bp
ENSMUSG00000036932_gR127r,0.22,0.2733333333333333,0.009999999999999998,0.03666666666666667,0.26,0.026666666666666665,0.07999999999999997,0.09333333333333332,3bp_4bp
ENSMUSG00000074818_gR416f,0.24,0.14722222222222225,0.0988888888888889,0.13666666666666666,0.09055555555555556,0.026111111111111113,0.11333333333333336,0.14722222222222223,LessEq_2bp
ENSMUSG00000074818_gR383f,0.26125,0.07500000000000001,0.06375,0.2025,0.12500000000000003,0.0675,0.14625000000000002,0.05875,LessEq_2bp
ENSMUSG00000074818_gR356f,0.010370370370370372,0.01925925925925926,0.07333333333333332,0.26814814814814814,0.040740740740740744,0.36370370370370375,0.03851851851851853,0.18592592592592594,12bp_14bp
ENSMUSG00000071317_gR196f,0.03047619047619048,0.3628571428571428,0.01904761904761905,0.03619047619047619,0.36761904761904757,0.01809523809523809,0.04476190476190477,0.12095238095238096,9bp_11bp
ENSMUSG00000071317_gR448f,0.1848780487804878,0.11170731707317075,0.13560975609756099,0.10195121951219512,0.05317073170731707,0.21219512195121953,0.1458536585365854,0.054634146341463415,12bp_14bp
ENSMUSG00000071317_gR451f,0.1356521739130435,0.06782608695652174,0.16695652173913042,0.07739130434782608,0.08434782608695651,0.1808695652173913,0.10956521739130429,0.17739130434782607,12bp_14bp
ENSMUSG00000070047_gR190f,0.24571428571428572,0.10285714285714286,0.10142857142857145,0.05,0.18642857142857142,0.13142857142857142,0.09285714285714283,0.08928571428571429,LessEq_2bp
ENSMUSG00000070047_gR302f,0.10666666666666667,0.3333333333333333,0.12666666666666665,0.05333333333333334,0.15333333333333335,0.013333333333333334,0.14666666666666667,0.06666666666666667,3bp_4bp
ENSMUSG00000046876_gR388r,0.095,0.4,0.17166666666666666,0.14833333333333332,0.06833333333333333,0.02833333333333334,0.06499999999999999,0.023333333333333334,3bp_4bp
ENSMUSG00000046876_gR255f,0.11714285714285713,0.15714285714285714,0.07714285714285714,0.08000000000000002,0.06285714285714286,0.3628571428571428,0.11428571428571435,0.02857142857142857,12bp_14bp
ENSMUSG00000046876_gR243f,0.08298507462686568,0.1991044776119403,0.04746268656716417,0.020895522388059702,0.25522388059701495,0.09999999999999999,0.17373134328358206,0.12059701492537314,9bp_11bp
ENSMUSG00000107482_gR84f,0.15241379310344827,0.3372413793103448,0.03310344827586207,0.03310344827586207,0.10965517241379312,0.030344827586206893,0.16137931034482747,0.14275862068965517,3bp_4bp
ENSMUSG00000004610_gR162f,0.4558333333333333,0.11499999999999999,0.0325,0.060000000000000005,0.08194444444444444,0.08777777777777779,0.10027777777777785,0.06666666666666667,LessEq_2bp
ENSMUSG00000107482_gR257f,0.256,0.076,0.13200000000000003,0.112,0.09200000000000001,0.084,0.14800000000000005,0.1,LessEq_2bp
ENSMUSG00000004610_gR312f,0.167,0.093,0.038000000000000006,0.28300000000000003,0.198,0.029,0.12500000000000003,0.067,7bp_8bp
ENSMUSG00000107482_gR397r,0.0907142857142857,0.24142857142857144,0.1992857142857143,0.08142857142857143,0.18500000000000005,0.011428571428571429,0.14071428571428574,0.05,3bp_4bp
ENSMUSG00000004610_gR475f,0.18,0.05333333333333334,0.030000000000000002,0.11333333333333334,0.23666666666666666,0.03333333333333333,0.29000000000000004,0.06333333333333334,More_15bp
ENSMUSG00000072115_gR117f,0.1,0.04,0.14,0.12,0.08,0.19999999999999998,0.22,0.1,More_15bp
ENSMUSG00000072115_gR313f,0.13,0.08,0.21999999999999997,0.06999999999999999,0.27,0.04,0.04,0.15000000000000002,9bp_11bp
ENSMUSG00000072115_gR378r,0.08800000000000001,0.082,0.09400000000000001,0.032,0.448,0.096,0.12000000000000002,0.04,9bp_11bp
ENSMUSG00000047894_gR189f,0.19,0.11000000000000003,0.045,0.125,0.04250000000000001,0.22624999999999998,0.16375000000000006,0.0975,12bp_14bp
ENSMUSG00000031633_gR174r,0.40588235294117647,0.10470588235294119,0.23882352941176468,0.04470588235294117,0.031764705882352945,0.04,0.0788235294117647,0.055294117647058834,LessEq_2bp
ENSMUSG00000031633_gR144f,0.11,0.08,0.09,0.05,0.06999999999999999,0.22000000000000006,0.26,0.12,More_15bp
ENSMUSG00000031633_gR129r,0.22,0.06666666666666667,0.16,0.2533333333333333,0.10666666666666667,0.013333333333333334,0.09333333333333334,0.08666666666666668,7bp_8bp
ENSMUSG00000024759_gR142f,0.19428571428571428,0.2957142857142857,0.06857142857142859,0.11499999999999998,0.051428571428571435,0.08571428571428572,0.062142857142857166,0.1271428571428571,3bp_4bp
ENSMUSG00000024759_gR248r,0.06962962962962962,0.2814814814814815,0.06296296296296297,0.09777777777777778,0.09333333333333334,0.21111111111111108,0.0614814814814815,0.12222222222222222,3bp_4bp
ENSMUSG00000024759_gR370r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LessEq_2bp
ENSMUSG00000004565_gR260r,0.228,0.096,0.04800000000000001,0.084,0.04,0.328,0.068,0.10799999999999998,12bp_14bp
ENSMUSG00000004565_gR285f,0.205,0.09000000000000001,0.17,0.08250000000000002,0.16000000000000003,0.055,0.12000000000000001,0.11750000000000001,LessEq_2bp
ENSMUSG00000004565_gR317r,0.15857142857142859,0.12285714285714286,0.11285714285714285,0.1814285714285714,0.12714285714285714,0.05571428571428572,0.09571428571428577,0.1457142857142857,7bp_8bp
ENSMUSG00000062785_gR187r,0.11,0.12,0.13,0.03,0.31000000000000005,0.05,0.12,0.13,9bp_11bp
ENSMUSG00000062785_gR206r,0.22,0.085,0.039999999999999994,0.025,0.20500000000000002,0.28500000000000003,0.055,0.085,12bp_14bp
ENSMUSG00000062785_gR346r,0.15333333333333335,0.05333333333333333,0.14,0.06666666666666667,0.19999999999999998,0.06666666666666667,0.2866666666666666,0.03333333333333333,More_15bp
ENSMUSG00000003555_gR334f,0.053684210526315786,0.023157894736842106,0.12578947368421053,0.536842105263158,0.042105263157894736,0.024736842105263158,0.07578947368421056,0.11789473684210527,7bp_8bp
ENSMUSG00000003555_gR311f,0.13548387096774195,0.1329032258064516,0.02774193548387097,0.05419354838709677,0.2109677419354839,0.08645161290322581,0.16451612903225799,0.187741935483871,9bp_11bp
ENSMUSG00000003555_gR66f,0.1096551724137931,0.08689655172413793,0.1668965517241379,0.11655172413793102,0.21172413793103448,0.04758620689655173,0.0813793103448276,0.1793103448275862,9bp_11bp
ENSMUSG00000030739_gR433r,0.1368421052631579,0.2063157894736842,0.06421052631578947,0.02736842105263158,0.27578947368421053,0.11263157894736842,0.11894736842105269,0.05789473684210527,9bp_11bp
ENSMUSG00000030739_gR334r,0.10153846153846152,0.21846153846153843,0.15384615384615388,0.3069230769230769,0.04230769230769231,0.02076923076923077,0.07923076923076929,0.07692307692307693,7bp_8bp
